gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
88573,11427,5768,40049,881600,0
29524,97960,50050,288962,3386000,3
9841,175528,93799,449645,2827600,2
3280,239873,146247,579560,2804900,2
1093,297157,199298,694269,3194100,3
364,369757,270479,839508,2387400,2
121,475743,375999,1051500,1375000,1
40,744805,644894,1589619,1581600,1
13,735038,635060,1570072,1593400,1
4,464209,364220,1028421,1247400,1
1,277345,177346,654689,983100,0
0,3888842,2963160,8786294,25453000,25
