gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
5000,5000,2505,17505,675300,0
2500,9567,3284,27851,503100,0
1250,12830,4711,35041,621600,0
625,15439,6377,40566,958300,0
312,25099,15644,60119,1380700,1
156,17586,7823,45097,515600,0
78,20618,10727,51189,213800,0
39,26218,16274,62414,988400,0
19,50893,40924,111779,446100,0
9,34591,24608,79181,317600,0
4,25656,15663,61311,252500,0
2,14758,4760,39514,140900,0
1,15524,5525,41047,150200,0
0,273779,158825,672614,10406100,10
