gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
500,500,6,1506,65400,0
250,759,18,2277,65500,0
125,905,33,2688,62500,0
62,1063,127,3066,57200,0
31,1095,126,3159,54500,0
15,1364,379,3713,74000,0
7,1593,600,4179,82300,0
3,1659,662,4315,87100,0
1,1720,721,4439,83600,0
0,10658,2672,29342,4056100,4
