gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
5000,5000,5000,20000,784300,0
2500,10000,5000,30000,500000,0
1250,12500,5000,35000,575900,0
625,13750,5000,37500,577100,0
312,14399,5024,38799,606000,0
156,14649,4960,39297,589200,0
78,14773,4928,39545,430100,0
39,14787,4864,39573,128900,0
19,14827,4864,39653,129100,0
9,15614,5632,41228,134000,0
4,14090,4096,38178,127500,0
2,14094,4096,38186,518800,0
1,14095,4096,38189,129100,0
0,172578,62560,475148,8539200,8
