gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
500,500,500,2000,82800,0
250,1000,500,3000,94100,0
125,1250,500,3500,96000,0
62,1387,512,3775,66800,0
31,1419,480,3837,64900,0
15,1451,480,3901,66700,0
7,1562,576,4124,74500,0
3,1380,384,3758,74600,0
1,1767,768,4533,86900,0
0,11716,4700,32428,5573100,5
