gap,comparisons,swaps,accesses,elapsed_ns,elapsed_ms
88573,11427,11427,45708,890400,0
29524,100002,65720,306674,2684800,2
9841,119686,31113,331117,1198300,1
3280,160060,66728,420228,1094100,1
1093,131741,33327,362882,898000,0
364,132895,33388,365555,912800,0
121,133442,33571,366771,924200,0
40,193504,93608,487032,1280900,1
13,185750,85773,471497,1282900,1
4,175378,75386,450756,1288400,1
1,189609,89613,479220,1336900,1
0,1533494,619654,4087440,17091600,17
